JKV_AZONOSITO,SZAVAZOKOR,JELOLT,SZAVAZAT,TIPUS,LISTA
62924,01_002_047,Suhajdáné Toldi Zsanett Dea,8,EGYENI,ÖP
62926,01_002_048,Varga Mihály,394,EGYENI,FIDESZ-KDNP
62926,01_002_048,Szelényi Zsuzsanna,234,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62926,01_002_048,Dárdai Zsuzsanna Terézia,48,EGYENI,LMP
62926,01_002_048,Bodor Zoltán,46,EGYENI,JOBBIK
62926,01_002_048,Suhajdáné Toldi Zsanett Dea,5,EGYENI,ÖP
62928,01_002_049,Varga Mihály,327,EGYENI,FIDESZ-KDNP
62928,01_002_049,Szelényi Zsuzsanna,245,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62928,01_002_049,Dárdai Zsuzsanna Terézia,69,EGYENI,LMP
62928,01_002_049,Bodor Zoltán,43,EGYENI,JOBBIK
62928,01_002_049,Suhajdáné Toldi Zsanett Dea,6,EGYENI,ÖP
62622,01_002_050,Dr. Fónagy János Vilmos,458,EGYENI,FIDESZ-KDNP
62622,01_002_050,Bauer Tamás,380,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62622,01_002_050,Hajdu Mária,96,EGYENI,LMP
62622,01_002_050,Szávay István,75,EGYENI,JOBBIK
62622,01_002_050,Mile Melinda,7,EGYENI,SEM
62622,01_002_050,Bartha Attila,4,EGYENI,4K!
62622,01_002_050,Szuna Ferenc,3,EGYENI,KTI
62622,01_002_050,Dr. Németh Julianna Erzsébet,2,EGYENI,FKGP
62624,01_002_051,Dr. Fónagy János Vilmos,376,EGYENI,FIDESZ-KDNP
62624,01_002_051,Bauer Tamás,206,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62624,01_002_051,Hajdu Mária,53,EGYENI,LMP
62624,01_002_051,Szávay István,37,EGYENI,JOBBIK
62624,01_002_051,Dr. Németh Julianna Erzsébet,4,EGYENI,FKGP
62624,01_002_051,Mile Melinda,4,EGYENI,SEM
62624,01_002_051,Bartha Attila,3,EGYENI,4K!
62624,01_002_051,Szuna Ferenc,1,EGYENI,KTI
62626,01_002_052,Dr. Fónagy János Vilmos,260,EGYENI,FIDESZ-KDNP
62626,01_002_052,Bauer Tamás,189,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62626,01_002_052,Hajdu Mária,58,EGYENI,LMP
62626,01_002_052,Szávay István,37,EGYENI,JOBBIK
62626,01_002_052,Mile Melinda,6,EGYENI,SEM
62626,01_002_052,Dr. Németh Julianna Erzsébet,3,EGYENI,FKGP
62626,01_002_052,Bartha Attila,1,EGYENI,4K!
62626,01_002_052,Szuna Ferenc,0,EGYENI,KTI
62628,01_002_053,Dr. Fónagy János Vilmos,328,EGYENI,FIDESZ-KDNP
62628,01_002_053,Bauer Tamás,201,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62628,01_002_053,Hajdu Mária,44,EGYENI,LMP
62628,01_002_053,Szávay István,37,EGYENI,JOBBIK
62628,01_002_053,Mile Melinda,7,EGYENI,SEM
62628,01_002_053,Bartha Attila,3,EGYENI,4K!
62628,01_002_053,Dr. Németh Julianna Erzsébet,1,EGYENI,FKGP
62628,01_002_053,Szuna Ferenc,1,EGYENI,KTI
62630,01_002_054,Dr. Fónagy János Vilmos,463,EGYENI,FIDESZ-KDNP
62630,01_002_054,Bauer Tamás,330,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62630,01_002_054,Hajdu Mária,94,EGYENI,LMP
62630,01_002_054,Szávay István,49,EGYENI,JOBBIK
62630,01_002_054,Mile Melinda,12,EGYENI,SEM
62630,01_002_054,Szuna Ferenc,4,EGYENI,KTI
62630,01_002_054,Bartha Attila,3,EGYENI,4K!
62630,01_002_054,Dr. Németh Julianna Erzsébet,2,EGYENI,FKGP
62632,01_002_055,Dr. Fónagy János Vilmos,325,EGYENI,FIDESZ-KDNP
62632,01_002_055,Bauer Tamás,257,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62632,01_002_055,Hajdu Mária,89,EGYENI,LMP
62632,01_002_055,Szávay István,31,EGYENI,JOBBIK
62632,01_002_055,Bartha Attila,4,EGYENI,4K!
62632,01_002_055,Szuna Ferenc,3,EGYENI,KTI
62632,01_002_055,Mile Melinda,3,EGYENI,SEM
62632,01_002_055,Dr. Németh Julianna Erzsébet,1,EGYENI,FKGP
62634,01_002_056,Dr. Fónagy János Vilmos,287,EGYENI,FIDESZ-KDNP
62634,01_002_056,Bauer Tamás,228,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62634,01_002_056,Hajdu Mária,53,EGYENI,LMP
62634,01_002_056,Szávay István,42,EGYENI,JOBBIK
62634,01_002_056,Bartha Attila,9,EGYENI,4K!
62634,01_002_056,Mile Melinda,5,EGYENI,SEM
62634,01_002_056,Szuna Ferenc,4,EGYENI,KTI
62634,01_002_056,Dr. Németh Julianna Erzsébet,0,EGYENI,FKGP
62838,01_002_057,Dr. Fónagy János Vilmos,252,EGYENI,FIDESZ-KDNP
62838,01_002_057,Bauer Tamás,251,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62838,01_002_057,Hajdu Mária,59,EGYENI,LMP
62838,01_002_057,Szávay István,38,EGYENI,JOBBIK
62838,01_002_057,Bartha Attila,5,EGYENI,4K!
62838,01_002_057,Mile Melinda,4,EGYENI,SEM
62838,01_002_057,Szuna Ferenc,2,EGYENI,KTI
62838,01_002_057,Dr. Németh Julianna Erzsébet,0,EGYENI,FKGP
62636,01_002_058,Dr. Fónagy János Vilmos,298,EGYENI,FIDESZ-KDNP
62636,01_002_058,Bauer Tamás,270,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62636,01_002_058,Hajdu Mária,63,EGYENI,LMP
62636,01_002_058,Szávay István,46,EGYENI,JOBBIK
62636,01_002_058,Mile Melinda,6,EGYENI,SEM
62636,01_002_058,Bartha Attila,4,EGYENI,4K!
62636,01_002_058,Szuna Ferenc,1,EGYENI,KTI
62636,01_002_058,Dr. Németh Julianna Erzsébet,0,EGYENI,FKGP
62638,01_002_059,Bauer Tamás,233,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62638,01_002_059,Dr. Fónagy János Vilmos,207,EGYENI,FIDESZ-KDNP
62638,01_002_059,Hajdu Mária,56,EGYENI,LMP
62638,01_002_059,Szávay István,32,EGYENI,JOBBIK
62638,01_002_059,Mile Melinda,8,EGYENI,SEM
62638,01_002_059,Bartha Attila,5,EGYENI,4K!
62638,01_002_059,Dr. Németh Julianna Erzsébet,2,EGYENI,FKGP
62638,01_002_059,Szuna Ferenc,0,EGYENI,KTI
62640,01_002_060,Bauer Tamás,315,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62640,01_002_060,Dr. Fónagy János Vilmos,264,EGYENI,FIDESZ-KDNP
62640,01_002_060,Hajdu Mária,76,EGYENI,LMP
62640,01_002_060,Szávay István,50,EGYENI,JOBBIK
62640,01_002_060,Bartha Attila,4,EGYENI,4K!
62640,01_002_060,Mile Melinda,2,EGYENI,SEM
62640,01_002_060,Szuna Ferenc,1,EGYENI,KTI
62640,01_002_060,Dr. Németh Julianna Erzsébet,1,EGYENI,FKGP
62642,01_002_061,Dr. Fónagy János Vilmos,303,EGYENI,FIDESZ-KDNP
62642,01_002_061,Bauer Tamás,275,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62642,01_002_061,Hajdu Mária,98,EGYENI,LMP
62642,01_002_061,Szávay István,34,EGYENI,JOBBIK
62642,01_002_061,Mile Melinda,8,EGYENI,SEM
62642,01_002_061,Bartha Attila,4,EGYENI,4K!
62642,01_002_061,Dr. Németh Julianna Erzsébet,1,EGYENI,FKGP
62642,01_002_061,Szuna Ferenc,0,EGYENI,KTI
62706,01_002_062,Bauer Tamás,193,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62706,01_002_062,Dr. Fónagy János Vilmos,188,EGYENI,FIDESZ-KDNP
62706,01_002_062,Hajdu Mária,54,EGYENI,LMP
62706,01_002_062,Szávay István,38,EGYENI,JOBBIK
62706,01_002_062,Mile Melinda,6,EGYENI,SEM
62706,01_002_062,Szuna Ferenc,2,EGYENI,KTI
62706,01_002_062,Dr. Németh Julianna Erzsébet,1,EGYENI,FKGP
62706,01_002_062,Bartha Attila,0,EGYENI,4K!
62708,01_002_063,Dr. Fónagy János Vilmos,273,EGYENI,FIDESZ-KDNP
62708,01_002_063,Bauer Tamás,241,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62708,01_002_063,Hajdu Mária,74,EGYENI,LMP
62708,01_002_063,Szávay István,29,EGYENI,JOBBIK
62708,01_002_063,Mile Melinda,4,EGYENI,SEM
62708,01_002_063,Dr. Németh Julianna Erzsébet,3,EGYENI,FKGP
62708,01_002_063,Szuna Ferenc,3,EGYENI,KTI
62708,01_002_063,Bartha Attila,2,EGYENI,4K!
62710,01_002_064,Dr. Fónagy János Vilmos,294,EGYENI,FIDESZ-KDNP
62710,01_002_064,Bauer Tamás,253,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62710,01_002_064,Hajdu Mária,72,EGYENI,LMP
62710,01_002_064,Szávay István,39,EGYENI,JOBBIK
62710,01_002_064,Dr. Németh Julianna Erzsébet,6,EGYENI,FKGP
62710,01_002_064,Bartha Attila,4,EGYENI,4K!
62710,01_002_064,Mile Melinda,3,EGYENI,SEM
62710,01_002_064,Szuna Ferenc,0,EGYENI,KTI
62712,01_002_065,Dr. Fónagy János Vilmos,321,EGYENI,FIDESZ-KDNP
62712,01_002_065,Bauer Tamás,226,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62712,01_002_065,Hajdu Mária,84,EGYENI,LMP
62712,01_002_065,Szávay István,40,EGYENI,JOBBIK
62712,01_002_065,Dr. Németh Julianna Erzsébet,2,EGYENI,FKGP
62712,01_002_065,Bartha Attila,2,EGYENI,4K!
62712,01_002_065,Mile Melinda,2,EGYENI,SEM
62712,01_002_065,Szuna Ferenc,1,EGYENI,KTI
62714,01_002_066,Dr. Fónagy János Vilmos,356,EGYENI,FIDESZ-KDNP
62714,01_002_066,Bauer Tamás,239,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62714,01_002_066,Hajdu Mária,83,EGYENI,LMP
62714,01_002_066,Szávay István,53,EGYENI,JOBBIK
62714,01_002_066,Mile Melinda,8,EGYENI,SEM
62714,01_002_066,Bartha Attila,4,EGYENI,4K!
62714,01_002_066,Dr. Németh Julianna Erzsébet,1,EGYENI,FKGP
62714,01_002_066,Szuna Ferenc,0,EGYENI,KTI
62716,01_002_067,Dr. Fónagy János Vilmos,303,EGYENI,FIDESZ-KDNP
62716,01_002_067,Bauer Tamás,197,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62716,01_002_067,Hajdu Mária,52,EGYENI,LMP
62716,01_002_067,Szávay István,37,EGYENI,JOBBIK
62716,01_002_067,Mile Melinda,9,EGYENI,SEM
62716,01_002_067,Bartha Attila,3,EGYENI,4K!
62716,01_002_067,Dr. Németh Julianna Erzsébet,2,EGYENI,FKGP
62716,01_002_067,Szuna Ferenc,0,EGYENI,KTI
62718,01_002_068,Dr. Fónagy János Vilmos,289,EGYENI,FIDESZ-KDNP
62718,01_002_068,Bauer Tamás,249,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62718,01_002_068,Hajdu Mária,54,EGYENI,LMP
62718,01_002_068,Szávay István,47,EGYENI,JOBBIK
62718,01_002_068,Mile Melinda,4,EGYENI,SEM
62718,01_002_068,Bartha Attila,3,EGYENI,4K!
62718,01_002_068,Dr. Németh Julianna Erzsébet,0,EGYENI,FKGP
62718,01_002_068,Szuna Ferenc,0,EGYENI,KTI
62720,01_002_069,Dr. Fónagy János Vilmos,340,EGYENI,FIDESZ-KDNP
62720,01_002_069,Bauer Tamás,213,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62720,01_002_069,Hajdu Mária,70,EGYENI,LMP
62720,01_002_069,Szávay István,47,EGYENI,JOBBIK
62720,01_002_069,Mile Melinda,10,EGYENI,SEM
62720,01_002_069,Szuna Ferenc,3,EGYENI,KTI
62720,01_002_069,Bartha Attila,3,EGYENI,4K!
62720,01_002_069,Dr. Németh Julianna Erzsébet,0,EGYENI,FKGP
62722,01_002_070,Dr. Fónagy János Vilmos,288,EGYENI,FIDESZ-KDNP
62722,01_002_070,Bauer Tamás,217,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62722,01_002_070,Hajdu Mária,76,EGYENI,LMP
62722,01_002_070,Szávay István,47,EGYENI,JOBBIK
62722,01_002_070,Mile Melinda,8,EGYENI,SEM
62722,01_002_070,Bartha Attila,4,EGYENI,4K!
62722,01_002_070,Szuna Ferenc,4,EGYENI,KTI
62722,01_002_070,Dr. Németh Julianna Erzsébet,1,EGYENI,FKGP
62724,01_002_071,Dr. Fónagy János Vilmos,304,EGYENI,FIDESZ-KDNP
62724,01_002_071,Bauer Tamás,278,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62724,01_002_071,Hajdu Mária,51,EGYENI,LMP
62724,01_002_071,Szávay István,47,EGYENI,JOBBIK
62724,01_002_071,Mile Melinda,8,EGYENI,SEM
62724,01_002_071,Bartha Attila,5,EGYENI,4K!
62724,01_002_071,Dr. Németh Julianna Erzsébet,4,EGYENI,FKGP
62724,01_002_071,Szuna Ferenc,3,EGYENI,KTI
62726,01_002_072,Dr. Fónagy János Vilmos,335,EGYENI,FIDESZ-KDNP
62726,01_002_072,Bauer Tamás,270,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62726,01_002_072,Hajdu Mária,73,EGYENI,LMP
62726,01_002_072,Szávay István,60,EGYENI,JOBBIK
62726,01_002_072,Mile Melinda,10,EGYENI,SEM
62726,01_002_072,Bartha Attila,4,EGYENI,4K!
62726,01_002_072,Szuna Ferenc,3,EGYENI,KTI
62726,01_002_072,Dr. Németh Julianna Erzsébet,1,EGYENI,FKGP
62840,01_002_073,Dr. Fónagy János Vilmos,354,EGYENI,FIDESZ-KDNP
62840,01_002_073,Bauer Tamás,282,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62840,01_002_073,Hajdu Mária,89,EGYENI,LMP
62840,01_002_073,Szávay István,38,EGYENI,JOBBIK
62840,01_002_073,Bartha Attila,5,EGYENI,4K!
62840,01_002_073,Mile Melinda,5,EGYENI,SEM
62840,01_002_073,Szuna Ferenc,2,EGYENI,KTI
62840,01_002_073,Dr. Németh Julianna Erzsébet,2,EGYENI,FKGP
62930,01_003_001,Varga Mihály,279,EGYENI,FIDESZ-KDNP
62930,01_003_001,Szelényi Zsuzsanna,243,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62930,01_003_001,Dárdai Zsuzsanna Terézia,61,EGYENI,LMP
62930,01_003_001,Bodor Zoltán,44,EGYENI,JOBBIK
62930,01_003_001,Suhajdáné Toldi Zsanett Dea,6,EGYENI,ÖP
62932,01_003_002,Varga Mihály,240,EGYENI,FIDESZ-KDNP
62932,01_003_002,Szelényi Zsuzsanna,238,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62932,01_003_002,Dárdai Zsuzsanna Terézia,46,EGYENI,LMP
62932,01_003_002,Bodor Zoltán,41,EGYENI,JOBBIK
62932,01_003_002,Suhajdáné Toldi Zsanett Dea,10,EGYENI,ÖP
62934,01_003_003,Szelényi Zsuzsanna,275,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62934,01_003_003,Varga Mihály,230,EGYENI,FIDESZ-KDNP
62934,01_003_003,Dárdai Zsuzsanna Terézia,60,EGYENI,LMP
62934,01_003_003,Bodor Zoltán,45,EGYENI,JOBBIK
62934,01_003_003,Suhajdáné Toldi Zsanett Dea,8,EGYENI,ÖP
62936,01_003_004,Varga Mihály,267,EGYENI,FIDESZ-KDNP
62936,01_003_004,Szelényi Zsuzsanna,206,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62936,01_003_004,Bodor Zoltán,74,EGYENI,JOBBIK
62936,01_003_004,Dárdai Zsuzsanna Terézia,71,EGYENI,LMP
62936,01_003_004,Suhajdáné Toldi Zsanett Dea,7,EGYENI,ÖP
62938,01_003_005,Varga Mihály,223,EGYENI,FIDESZ-KDNP
62938,01_003_005,Szelényi Zsuzsanna,198,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62938,01_003_005,Dárdai Zsuzsanna Terézia,65,EGYENI,LMP
62938,01_003_005,Bodor Zoltán,61,EGYENI,JOBBIK
62938,01_003_005,Suhajdáné Toldi Zsanett Dea,8,EGYENI,ÖP
62940,01_003_006,Varga Mihály,317,EGYENI,FIDESZ-KDNP
62940,01_003_006,Szelényi Zsuzsanna,220,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62940,01_003_006,Dárdai Zsuzsanna Terézia,87,EGYENI,LMP
62940,01_003_006,Bodor Zoltán,55,EGYENI,JOBBIK
62940,01_003_006,Suhajdáné Toldi Zsanett Dea,3,EGYENI,ÖP
62942,01_003_007,Szelényi Zsuzsanna,267,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62942,01_003_007,Varga Mihály,253,EGYENI,FIDESZ-KDNP
62942,01_003_007,Bodor Zoltán,75,EGYENI,JOBBIK
62942,01_003_007,Dárdai Zsuzsanna Terézia,42,EGYENI,LMP
62942,01_003_007,Suhajdáné Toldi Zsanett Dea,6,EGYENI,ÖP
62944,01_003_008,Szelényi Zsuzsanna,214,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62944,01_003_008,Varga Mihály,196,EGYENI,FIDESZ-KDNP
62944,01_003_008,Dárdai Zsuzsanna Terézia,63,EGYENI,LMP
62944,01_003_008,Bodor Zoltán,54,EGYENI,JOBBIK
62944,01_003_008,Suhajdáné Toldi Zsanett Dea,5,EGYENI,ÖP
62946,01_003_009,Szelényi Zsuzsanna,253,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62946,01_003_009,Varga Mihály,246,EGYENI,FIDESZ-KDNP
62946,01_003_009,Bodor Zoltán,48,EGYENI,JOBBIK
62946,01_003_009,Dárdai Zsuzsanna Terézia,48,EGYENI,LMP
62946,01_003_009,Suhajdáné Toldi Zsanett Dea,5,EGYENI,ÖP
62948,01_003_010,Varga Mihály,303,EGYENI,FIDESZ-KDNP
62948,01_003_010,Szelényi Zsuzsanna,258,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62948,01_003_010,Dárdai Zsuzsanna Terézia,61,EGYENI,LMP
62948,01_003_010,Bodor Zoltán,35,EGYENI,JOBBIK
62948,01_003_010,Suhajdáné Toldi Zsanett Dea,8,EGYENI,ÖP
62950,01_003_011,Varga Mihály,299,EGYENI,FIDESZ-KDNP
62950,01_003_011,Szelényi Zsuzsanna,291,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62950,01_003_011,Dárdai Zsuzsanna Terézia,72,EGYENI,LMP
62950,01_003_011,Bodor Zoltán,57,EGYENI,JOBBIK
62950,01_003_011,Suhajdáné Toldi Zsanett Dea,6,EGYENI,ÖP
62952,01_003_012,Varga Mihály,396,EGYENI,FIDESZ-KDNP
62952,01_003_012,Szelényi Zsuzsanna,259,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62952,01_003_012,Dárdai Zsuzsanna Terézia,55,EGYENI,LMP
62952,01_003_012,Bodor Zoltán,45,EGYENI,JOBBIK
62952,01_003_012,Suhajdáné Toldi Zsanett Dea,4,EGYENI,ÖP
62954,01_003_013,Varga Mihály,311,EGYENI,FIDESZ-KDNP
62954,01_003_013,Szelényi Zsuzsanna,309,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62954,01_003_013,Dárdai Zsuzsanna Terézia,64,EGYENI,LMP
62954,01_003_013,Bodor Zoltán,43,EGYENI,JOBBIK
62954,01_003_013,Suhajdáné Toldi Zsanett Dea,3,EGYENI,ÖP
62956,01_003_014,Varga Mihály,285,EGYENI,FIDESZ-KDNP
62956,01_003_014,Szelényi Zsuzsanna,281,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62956,01_003_014,Dárdai Zsuzsanna Terézia,73,EGYENI,LMP
62956,01_003_014,Bodor Zoltán,40,EGYENI,JOBBIK
62956,01_003_014,Suhajdáné Toldi Zsanett Dea,5,EGYENI,ÖP
62958,01_003_015,Varga Mihály,271,EGYENI,FIDESZ-KDNP
62958,01_003_015,Szelényi Zsuzsanna,235,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62958,01_003_015,Dárdai Zsuzsanna Terézia,47,EGYENI,LMP
62958,01_003_015,Bodor Zoltán,44,EGYENI,JOBBIK
62958,01_003_015,Suhajdáné Toldi Zsanett Dea,8,EGYENI,ÖP
62960,01_003_016,Varga Mihály,299,EGYENI,FIDESZ-KDNP
62960,01_003_016,Szelényi Zsuzsanna,234,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62960,01_003_016,Dárdai Zsuzsanna Terézia,46,EGYENI,LMP
62960,01_003_016,Bodor Zoltán,44,EGYENI,JOBBIK
62960,01_003_016,Suhajdáné Toldi Zsanett Dea,9,EGYENI,ÖP
62962,01_003_017,Varga Mihály,298,EGYENI,FIDESZ-KDNP
62962,01_003_017,Szelényi Zsuzsanna,260,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62962,01_003_017,Bodor Zoltán,52,EGYENI,JOBBIK
62962,01_003_017,Dárdai Zsuzsanna Terézia,50,EGYENI,LMP
62962,01_003_017,Suhajdáné Toldi Zsanett Dea,1,EGYENI,ÖP
62964,01_003_018,Varga Mihály,326,EGYENI,FIDESZ-KDNP
62964,01_003_018,Szelényi Zsuzsanna,246,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62964,01_003_018,Bodor Zoltán,65,EGYENI,JOBBIK
62964,01_003_018,Dárdai Zsuzsanna Terézia,51,EGYENI,LMP
62964,01_003_018,Suhajdáné Toldi Zsanett Dea,13,EGYENI,ÖP
62966,01_003_019,Varga Mihály,335,EGYENI,FIDESZ-KDNP
62966,01_003_019,Szelényi Zsuzsanna,257,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62966,01_003_019,Dárdai Zsuzsanna Terézia,83,EGYENI,LMP
62966,01_003_019,Bodor Zoltán,62,EGYENI,JOBBIK
62966,01_003_019,Suhajdáné Toldi Zsanett Dea,6,EGYENI,ÖP
62968,01_003_020,Varga Mihály,312,EGYENI,FIDESZ-KDNP
62968,01_003_020,Szelényi Zsuzsanna,221,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62968,01_003_020,Bodor Zoltán,89,EGYENI,JOBBIK
62968,01_003_020,Dárdai Zsuzsanna Terézia,58,EGYENI,LMP
62968,01_003_020,Suhajdáné Toldi Zsanett Dea,11,EGYENI,ÖP
62970,01_003_021,Varga Mihály,263,EGYENI,FIDESZ-KDNP
62970,01_003_021,Szelényi Zsuzsanna,176,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62970,01_003_021,Bodor Zoltán,53,EGYENI,JOBBIK
62970,01_003_021,Dárdai Zsuzsanna Terézia,48,EGYENI,LMP
62970,01_003_021,Suhajdáné Toldi Zsanett Dea,5,EGYENI,ÖP
62972,01_003_022,Varga Mihály,297,EGYENI,FIDESZ-KDNP
62972,01_003_022,Szelényi Zsuzsanna,197,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62972,01_003_022,Bodor Zoltán,58,EGYENI,JOBBIK
62972,01_003_022,Dárdai Zsuzsanna Terézia,39,EGYENI,LMP
62972,01_003_022,Suhajdáné Toldi Zsanett Dea,8,EGYENI,ÖP
62974,01_003_023,Varga Mihály,262,EGYENI,FIDESZ-KDNP
62974,01_003_023,Szelényi Zsuzsanna,248,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62974,01_003_023,Dárdai Zsuzsanna Terézia,73,EGYENI,LMP
62974,01_003_023,Bodor Zoltán,35,EGYENI,JOBBIK
62974,01_003_023,Suhajdáné Toldi Zsanett Dea,5,EGYENI,ÖP
62976,01_003_024,Varga Mihály,258,EGYENI,FIDESZ-KDNP
62976,01_003_024,Szelényi Zsuzsanna,226,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62976,01_003_024,Dárdai Zsuzsanna Terézia,65,EGYENI,LMP
62976,01_003_024,Bodor Zoltán,64,EGYENI,JOBBIK
62976,01_003_024,Suhajdáné Toldi Zsanett Dea,6,EGYENI,ÖP
62978,01_003_025,Varga Mihály,214,EGYENI,FIDESZ-KDNP
62978,01_003_025,Szelényi Zsuzsanna,208,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62978,01_003_025,Bodor Zoltán,73,EGYENI,JOBBIK
62978,01_003_025,Dárdai Zsuzsanna Terézia,38,EGYENI,LMP
62978,01_003_025,Suhajdáné Toldi Zsanett Dea,4,EGYENI,ÖP
62980,01_003_026,Varga Mihály,256,EGYENI,FIDESZ-KDNP
62980,01_003_026,Szelényi Zsuzsanna,214,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62980,01_003_026,Dárdai Zsuzsanna Terézia,67,EGYENI,LMP
62980,01_003_026,Bodor Zoltán,40,EGYENI,JOBBIK
62980,01_003_026,Suhajdáné Toldi Zsanett Dea,3,EGYENI,ÖP
62982,01_003_027,Varga Mihály,284,EGYENI,FIDESZ-KDNP
62982,01_003_027,Szelényi Zsuzsanna,244,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62982,01_003_027,Bodor Zoltán,52,EGYENI,JOBBIK
62982,01_003_027,Dárdai Zsuzsanna Terézia,45,EGYENI,LMP
62982,01_003_027,Suhajdáné Toldi Zsanett Dea,5,EGYENI,ÖP
62984,01_003_028,Varga Mihály,271,EGYENI,FIDESZ-KDNP
62984,01_003_028,Szelényi Zsuzsanna,192,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62984,01_003_028,Bodor Zoltán,80,EGYENI,JOBBIK
62984,01_003_028,Dárdai Zsuzsanna Terézia,47,EGYENI,LMP
62984,01_003_028,Suhajdáné Toldi Zsanett Dea,6,EGYENI,ÖP
62986,01_003_029,Varga Mihály,334,EGYENI,FIDESZ-KDNP
62986,01_003_029,Szelényi Zsuzsanna,195,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62986,01_003_029,Bodor Zoltán,62,EGYENI,JOBBIK
62986,01_003_029,Dárdai Zsuzsanna Terézia,40,EGYENI,LMP
62986,01_003_029,Suhajdáné Toldi Zsanett Dea,8,EGYENI,ÖP
62988,01_003_030,Varga Mihály,263,EGYENI,FIDESZ-KDNP
62988,01_003_030,Szelényi Zsuzsanna,245,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
62988,01_003_030,Bodor Zoltán,74,EGYENI,JOBBIK
62988,01_003_030,Dárdai Zsuzsanna Terézia,42,EGYENI,LMP
62988,01_003_030,Suhajdáné Toldi Zsanett Dea,4,EGYENI,ÖP
63850,01_003_031,Keszegné Menczer Erzsébet Livia,207,EGYENI,FIDESZ-KDNP
63850,01_003_031,Kiss László,206,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
63850,01_003_031,Zsiga-Kárpát Dániel Gábor,75,EGYENI,JOBBIK
63850,01_003_031,Száraz Dorottya,49,EGYENI,LMP
63850,01_003_031,Dr. Brezovits László János,8,EGYENI,ZÖLDEK
63850,01_003_031,Balasi Ágnes,5,EGYENI,EGYÜTT 2014
63850,01_003_031,Fodor Judit,4,EGYENI,ÖP
63850,01_003_031,Póznik György Csaba,3,EGYENI,SZOCIÁLDEMOKRATÁK
63850,01_003_031,Pásztor János Pál,2,EGYENI,JESZ
63850,01_003_031,Kolozsváry István,2,EGYENI,A HAZA NEM ELADÓ
63852,01_003_032,Kiss László,301,EGYENI,MSZP-EGYÜTT-DK-PM-MLP
63852,01_003_032,Keszegné Menczer Erzsébet Livia,246,EGYENI,FIDESZ-KDNP
